file_name,match_type,data,teamA,teamB,who_played_first,who_played_second,neutral_venue,city,home_ground_of_team,venue,winner,winner_by_runs,winner_by_wickets,toss_winner,toss_winner_decided_to,umpire_1,umpire_2,player_of_match
2013-08-29_ODICanNet.yaml,ODI,2013-08-29,Canada,Netherlands,Canada,Netherlands,no,King City,Canada,Maple Leaf North-West Ground,Netherlands,NA,9,Netherlands,field,GO Brathwaite,PJ Nero,T van der Gugten
2013-08-29_ODIZimPak.yaml,ODI,2013-08-29,Zimbabwe,Pakistan,Pakistan,Zimbabwe,no,NA,Zimbabwe,Harare Sports Club,Pakistan,90,NA,Zimbabwe,field,O Chirombe,RK Illingworth,Mohammad Hafeez
2013-08-31_ODIZimPak.yaml,ODI,2013-08-31,Zimbabwe,Pakistan,Pakistan,Zimbabwe,no,NA,Zimbabwe,Harare Sports Club,Pakistan,108,NA,Zimbabwe,field,RK Illingworth,TJ Matibiri,Misbah-ul-Haq
2013-09-03_ODIIreEng.yaml,ODI,2013-09-03,Ireland,England,Ireland,England,no,Dublin,Ireland,The Village- Malahide,England,NA,6,England,field,M Hawthorne,RSA Palliyaguruge,EJG Morgan
2013-09-06_ODIIreSco.yaml,ODI,2013-09-06,Ireland,Scotland,Scotland,Ireland,no,Belfast,Ireland,Civil Service Cricket Club- Stormont,Ireland,NA,1,Scotland,bat,JD Cloete,RP Smith,NA
2013-09-08_ODIEngAus.yaml,ODI,2013-09-08,England,Australia,Australia,England,no,Manchester,England,Old Trafford,Australia,88,NA,England,field,RA Kettleborough,S Ravi,MJ Clarke
2013-09-11_ODIEngAus.yaml,ODI,2013-09-11,England,Australia,England,Australia,no,Birmingham,England,Edgbaston,no result,NA,NA,Australia,field,Aleem Dar,MA Gough,NA
2013-09-14_ODIEngAus.yaml,ODI,2013-09-14,England,Australia,Australia,England,no,Cardiff,England,Sophia Gardens,England,NA,3,England,field,RJ Bailey,S Ravi,JC Buttler
2013-09-16_ODIEngAus.yaml,ODI,2013-09-16,England,Australia,Australia,England,no,Southampton,England,The Rose Bowl,Australia,49,NA,Australia,bat,Aleem Dar,RJ Bailey,SR Watson
2013-10-13_ODIIndAus.yaml,ODI,2013-10-13,India,Australia,Australia,India,no,Pune,India,Maharashtra Cricket Association Stadium,Australia,72,NA,Australia,bat,RA Kettleborough,VA Kulkarni,GJ Bailey
2013-10-16_ODIIndAus.yaml,ODI,2013-10-16,India,Australia,Australia,India,no,Jaipur,India,Sawai Mansingh Stadium,India,NA,9,Australia,bat,RA Kettleborough,VA Kulkarni,RG Sharma
2013-10-19_ODIIndAus.yaml,ODI,2013-10-19,India,Australia,India,Australia,no,Chandigarh,India,Punjab Cricket Association Stadium- Mohali,Australia,NA,4,Australia,field,RA Kettleborough,C Shamshuddin,JP Faulkner
2013-10-23_ODIIndAus.yaml,ODI,2013-10-23,India,Australia,Australia,India,no,Ranchi,India,JSCA International Stadium Complex,no result,NA,NA,India,field,RA Kettleborough,VA Kulkarni,NA
2013-10-29_ODIBanNew.yaml,ODI,2013-10-29,Bangladesh,New Zealand,Bangladesh,New Zealand,no,Mirpur,Bangladesh,Shere Bangla National Stadium,Bangladesh,43,NA,New Zealand,field,Enamul Haque,REJ Martinesz,Rubel Hossain
2013-10-30_ODIIndAus.yaml,ODI,2013-10-30,India,Australia,Australia,India,no,Nagpur,India,Vidarbha Cricket Association Stadium- Jamtha,India,NA,6,India,field,NJ Llong,S Ravi,V Kohli
2013-10-30_ODIPakSou.yaml,ODI,2013-10-30,Pakistan,South Africa,South Africa,Pakistan,yes,NA,none,Sharjah Cricket Stadium,South Africa,1,NA,South Africa,bat,RK Illingworth,Shozab Raza,WD Parnell
2013-10-31_ODIBanNew.yaml,ODI,2013-10-31,Bangladesh,New Zealand,Bangladesh,New Zealand,no,Mirpur,Bangladesh,Shere Bangla National Stadium,Bangladesh,40,NA,Bangladesh,bat,REJ Martinesz,Sharfuddoula,Sohag Gazi
2013-11-01_ODIPakSou.yaml,ODI,2013-11-01,Pakistan,South Africa,Pakistan,South Africa,yes,NA,none,Dubai International Cricket Stadium,Pakistan,66,NA,Pakistan,bat,SJ Davis,Shozab Raza,Shahid Afridi
2013-11-02_ODIIndAus.yaml,ODI,2013-11-02,India,Australia,India,Australia,no,Bangalore,India,M Chinnaswamy Stadium,India,57,NA,Australia,field,NJ Llong,S Ravi,RG Sharma
2013-11-03_ODIBanNew.yaml,ODI,2013-11-03,Bangladesh,New Zealand,New Zealand,Bangladesh,no,Fatullah,Bangladesh,Khan Shaheb Osman Ali Stadium,Bangladesh,NA,4,Bangladesh,field,Enamul Haque,REJ Martinesz,Shamsur Rahman
2013-11-06_ODIPakSou.yaml,ODI,2013-11-06,Pakistan,South Africa,South Africa,Pakistan,yes,Abu Dhabi,none,Sheikh Zayed Stadium,South Africa,68,NA,South Africa,bat,Ahsan Raza,RK Illingworth,F du Plessis
2013-11-08_ODIPakSou.yaml,ODI,2013-11-08,Pakistan,South Africa,South Africa,Pakistan,yes,Abu Dhabi,none,Sheikh Zayed Stadium,South Africa,28,NA,South Africa,bat,Ahsan Raza,SJ Davis,DW Steyn
2013-11-10_ODISriNew.yaml,ODI,2013-11-10,Sri Lanka,New Zealand,Sri Lanka,New Zealand,no,Hambantota,Sri Lanka,Mahinda Rajapaksa International Cricket Stadium- Sooriyawewa,no result,NA,NA,New Zealand,field,BNJ Oxenford,RSA Palliyaguruge,NA
2013-11-11_ODIPakSou.yaml,ODI,2013-11-11,Pakistan,South Africa,South Africa,Pakistan,yes,NA,none,Sharjah Cricket Stadium,South Africa,117,NA,South Africa,bat,Ahsan Raza,RK Illingworth,AB de Villiers
2013-11-12_ODISriNew.yaml,ODI,2013-11-12,Sri Lanka,New Zealand,Sri Lanka,New Zealand,no,Hambantota,Sri Lanka,Mahinda Rajapaksa International Cricket Stadium- Sooriyawewa,New Zealand,NA,4,Sri Lanka,bat,BNJ Oxenford,RSA Palliyaguruge,TWM Latham
2013-11-16_ODISriNew.yaml,ODI,2013-11-16,Sri Lanka,New Zealand,Sri Lanka,New Zealand,no,NA,Sri Lanka,Rangiri Dambulla International Stadium,Sri Lanka,36,NA,New Zealand,field,BNJ Oxenford,RSA Palliyaguruge,SMSM Senanayake
2013-11-21_ODIIndWes.yaml,ODI,2013-11-21,India,West Indies,West Indies,India,no,Kochi,India,Nehru Stadium,India,NA,6,West Indies,bat,VA Kulkarni,RJ Tucker,V Kohli
2013-11-24_ODIIndWes.yaml,ODI,2013-11-24,India,West Indies,India,West Indies,no,Visakhapatnam,India,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,West Indies,NA,2,West Indies,field,VA Kulkarni,RJ Tucker,DJG Sammy
2013-11-24_ODISouPak.yaml,ODI,2013-11-24,South Africa,Pakistan,Pakistan,South Africa,no,Cape Town,South Africa,Newlands,Pakistan,23,NA,Pakistan,bat,JD Cloete,CB Gaffaney,Anwar Ali
2013-11-27_ODIIndWes.yaml,ODI,2013-11-27,India,West Indies,West Indies,India,no,Kanpur,India,Green Park,India,NA,5,India,field,AK Chaudhary,RJ Tucker,S Dhawan
2013-11-27_ODISouPak.yaml,ODI,2013-11-27,South Africa,Pakistan,Pakistan,South Africa,no,Port Elizabeth,South Africa,St George's Park,Pakistan,1,NA,South Africa,field,S George,BNJ Oxenford,Ahmed Shehzad
2013-11-30_ODISouPak.yaml,ODI,2013-11-30,South Africa,Pakistan,Pakistan,South Africa,no,Centurion,South Africa,SuperSport Park,South Africa,NA,4,South Africa,field,CB Gaffaney,S George,VD Philander
2013-12-05_ODISouInd.yaml,ODI,2013-12-05,South Africa,India,South Africa,India,no,Johannesburg,South Africa,New Wanderers Stadium,South Africa,141,NA,India,field,AT Holdstock,RK Illingworth,Q de Kock
2013-12-08_ODISouInd.yaml,ODI,2013-12-08,South Africa,India,South Africa,India,no,Durban,South Africa,Kingsmead,South Africa,134,NA,India,field,S George,RK Illingworth,Q de Kock
2013-12-11_ODISouInd.yaml,ODI,2013-12-11,South Africa,India,South Africa,India,no,Centurion,South Africa,SuperSport Park,no result,NA,NA,South Africa,bat,JD Cloete,RK Illingworth,NA
2013-12-18_ODIPakSri.yaml,ODI,2013-12-18,Pakistan,Sri Lanka,Pakistan,Sri Lanka,yes,NA,none,Sharjah Cricket Stadium,Pakistan,11,NA,Pakistan,bat,JD Cloete,Shozab Raza,Mohammad Hafeez
2013-12-20_ODIPakSri.yaml,ODI,2013-12-20,Pakistan,Sri Lanka,Pakistan,Sri Lanka,yes,NA,none,Dubai International Cricket Stadium,Sri Lanka,NA,2,Sri Lanka,field,Ahsan Raza,RK Illingworth,AD Mathews
2013-12-22_ODIPakSri.yaml,ODI,2013-12-22,Pakistan,Sri Lanka,Pakistan,Sri Lanka,yes,NA,none,Sharjah Cricket Stadium,Pakistan,113,NA,Sri Lanka,field,JD Cloete,Shozab Raza,Mohammad Hafeez
2013-12-25_ODIPakSri.yaml,ODI,2013-12-25,Pakistan,Sri Lanka,Sri Lanka,Pakistan,yes,Abu Dhabi,none,Sheikh Zayed Stadium,Pakistan,NA,8,Sri Lanka,bat,Ahsan Raza,RK Illingworth,Mohammad Hafeez
2013-12-26_ODINewWes.yaml,ODI,2013-12-26,New Zealand,West Indies,New Zealand,West Indies,no,Auckland,New Zealand,Eden Park,West Indies,NA,2,West Indies,field,GAV Baxter,REJ Martinesz,DJG Sammy
2013-12-27_ODIPakSri.yaml,ODI,2013-12-27,Pakistan,Sri Lanka,Pakistan,Sri Lanka,yes,Abu Dhabi,none,Sheikh Zayed Stadium,Sri Lanka,NA,2,Pakistan,bat,JD Cloete,Shozab Raza,LD Chandimal
2014-01-01_ODINewWes.yaml,ODI,2014-01-01,New Zealand,West Indies,New Zealand,West Indies,no,NA,New Zealand,Queenstown Events Centre,New Zealand,159,NA,West Indies,field,CB Gaffaney,REJ Martinesz,CJ Anderson
2014-01-04_ODINewWes.yaml,ODI,2014-01-04,New Zealand,West Indies,New Zealand,West Indies,no,Nelson,New Zealand,Saxton Oval,New Zealand,58,NA,New Zealand,bat,BF Bowden,IJ Gould,MJ Guptill
2014-01-08_ODINewWes.yaml,ODI,2014-01-08,New Zealand,West Indies,West Indies,New Zealand,no,Hamilton,none,Seddon Park,West Indies,203,NA,New Zealand,field,CB Gaffaney,REJ Martinesz,DJ Bravo
2014-01-12_ODIAusEng.yaml,ODI,2014-01-12,Australia,England,England,Australia,no,NA,Australia,Melbourne Cricket Ground,Australia,NA,6,England,bat,SD Fry,REJ Martinesz,AJ Finch
2014-01-17_ODIAusEng.yaml,ODI,2014-01-17,Australia,England,England,Australia,no,Brisbane,Australia,Brisbane Cricket Ground- Woolloongabba,Australia,NA,1,England,bat,HDPK Dharmasena,JD Ward,JP Faulkner
2014-01-19_ODIAusEng.yaml,ODI,2014-01-19,Australia,England,England,Australia,no,NA,Australia,Sydney Cricket Ground,Australia,NA,7,England,bat,SD Fry,REJ Martinesz,DA Warner
2014-01-19_ODINewInd.yaml,ODI,2014-01-19,New Zealand,India,New Zealand,India,no,Napier,New Zealand,McLean Park,New Zealand,24,NA,India,field,RJ Tucker,DJ Walker,CJ Anderson
2014-01-22_ODINewInd.yaml,ODI,2014-01-22,New Zealand,India,New Zealand,India,no,Hamilton,none,Seddon Park,New Zealand,15,NA,India,field,CB Gaffaney,RJ Tucker,KS Williamson
2014-01-23_ODICanSco.yaml,ODI,2014-01-23,Canada,Scotland,Scotland,Canada,yes,Christchurch,none,Hagley Oval,Scotland,170,NA,Canada,field,M Erasmus,PJ Nero,CS MacLeod
2014-01-23_ODIKenNet.yaml,ODI,2014-01-23,Kenya,Netherlands,Netherlands,Kenya,yes,Lincoln,none,Bert Sutcliffe Oval,Kenya,NA,4,Kenya,field,VA Kulkarni,MD Martell,IA Karim
2014-01-24_ODIAusEng.yaml,ODI,2014-01-24,Australia,England,England,Australia,no,Perth,Australia,Western Australia Cricket Association Ground,England,57,NA,Australia,field,HDPK Dharmasena,JD Ward,BA Stokes
2014-01-25_ODINewInd.yaml,ODI,2014-01-25,New Zealand,India,New Zealand,India,no,Auckland,New Zealand,Eden Park,no result,NA,NA,India,field,BF Bowden,RJ Tucker,RA Jadeja
2014-01-26_ODIAusEng.yaml,ODI,2014-01-26,Australia,England,Australia,England,no,NA,Australia,Adelaide Oval,Australia,5,NA,Australia,bat,SD Fry,REJ Martinesz,JP Faulkner
2014-01-28_ODICanNet.yaml,ODI,2014-01-28,Canada,Netherlands,Canada,Netherlands,yes,Mount Maunganui,none,Bay Oval,Netherlands,NA,8,Canada,bat,RSA Palliyaguruge,RT Robinson,MJG Rippon
2014-01-28_ODINewInd.yaml,ODI,2014-01-28,New Zealand,India,India,New Zealand,no,Hamilton,none,Seddon Park,New Zealand,NA,7,India,bat,GAV Baxter,RJ Tucker,LRPL Taylor
2014-01-30_ODIKenSco.yaml,ODI,2014-01-30,Kenya,Scotland,Kenya,Scotland,yes,Christchurch,none,Hagley Oval,Scotland,NA,3,Kenya,bat,VA Kulkarni,PJ Nero,PL Mommsen
2014-01-31_ODINewInd.yaml,ODI,2014-01-31,New Zealand,India,New Zealand,India,no,Wellington,New Zealand,Westpac Stadium,New Zealand,87,NA,India,field,BF Bowden,RJ Tucker,LRPL Taylor
2014-02-17_ODIBanSri.yaml,ODI,2014-02-17,Bangladesh,Sri Lanka,Sri Lanka,Bangladesh,no,Mirpur,Bangladesh,Shere Bangla National Stadium,Sri Lanka,13,NA,Bangladesh,field,Sharfuddoula,RJ Tucker,NLTC Perera
2014-02-20_ODIBanSri.yaml,ODI,2014-02-20,Bangladesh,Sri Lanka,Sri Lanka,Bangladesh,no,Mirpur,Bangladesh,Shere Bangla National Stadium,Sri Lanka,61,NA,Sri Lanka,bat,Anisur Rahman,RJ Tucker,KC Sangakkara
2014-02-22_ODIBanSri.yaml,ODI,2014-02-22,Bangladesh,Sri Lanka,Bangladesh,Sri Lanka,no,Mirpur,Bangladesh,Shere Bangla National Stadium,Sri Lanka,NA,6,Sri Lanka,field,Sharfuddoula,RJ Tucker,MDKJ Perera
2014-02-23_ODIWesIre.yaml,ODI,2014-02-23,West Indies,Ireland,Ireland,West Indies,no,Jamaica,West Indies,Sabina Park- Kingston,West Indies,NA,4,Ireland,bat,GO Brathwaite,MA Gough,DJ Bravo
2014-02-25_ODIPakSri.yaml,ODI,2014-02-25,Pakistan,Sri Lanka,Sri Lanka,Pakistan,yes,Fatullah,none,Khan Shaheb Osman Ali Stadium,Sri Lanka,12,NA,Sri Lanka,bat,JD Cloete,BNJ Oxenford,SL Malinga
2014-02-26_ODIBanInd.yaml,ODI,2014-02-26,Bangladesh,India,Bangladesh,India,no,Fatullah,Bangladesh,Khan Shaheb Osman Ali Stadium,India,NA,6,India,field,BF Bowden,NJ Llong,V Kohli
2014-02-27_ODIAfgPak.yaml,ODI,2014-02-27,Afghanistan,Pakistan,Pakistan,Afghanistan,yes,Fatullah,none,Khan Shaheb Osman Ali Stadium,Pakistan,72,NA,Afghanistan,field,BF Bowden,JD Cloete,Umar Akmal
2014-02-28_ODIIndSri.yaml,ODI,2014-02-28,India,Sri Lanka,India,Sri Lanka,yes,Fatullah,none,Khan Shaheb Osman Ali Stadium,Sri Lanka,NA,2,Sri Lanka,field,NJ Llong,BNJ Oxenford,KC Sangakkara
2014-02-28_ODIWesEng.yaml,ODI,2014-02-28,West Indies,England,West Indies,England,no,Antigua,West Indies,Sir Vivian Richards Stadium- North Sound,West Indies,15,NA,England,field,GO Brathwaite,M Erasmus,DJ Bravo
2014-03-01_ODIBanAfg.yaml,ODI,2014-03-01,Bangladesh,Afghanistan,Afghanistan,Bangladesh,no,Fatullah,Bangladesh,Khan Shaheb Osman Ali Stadium,Afghanistan,32,NA,Bangladesh,field,BF Bowden,JD Cloete,Samiullah Shenwari
2014-03-02_ODIIndPak.yaml,ODI,2014-03-02,India,Pakistan,India,Pakistan,yes,Mirpur,none,Shere Bangla National Stadium,Pakistan,NA,1,Pakistan,field,NJ Llong,BNJ Oxenford,Mohammad Hafeez
2014-03-02_ODIWesEng.yaml,ODI,2014-03-02,West Indies,England,West Indies,England,no,Antigua,West Indies,Sir Vivian Richards Stadium- North Sound,England,NA,3,England,field,RJ Tucker,JS Wilson,SD Parry
2014-03-03_ODIAfgSri.yaml,ODI,2014-03-03,Afghanistan,Sri Lanka,Sri Lanka,Afghanistan,yes,Mirpur,none,Shere Bangla National Stadium,Sri Lanka,129,NA,Sri Lanka,bat,JD Cloete,BNJ Oxenford,KC Sangakkara
2014-03-04_ODIBanPak.yaml,ODI,2014-03-04,Bangladesh,Pakistan,Bangladesh,Pakistan,no,Mirpur,Bangladesh,Shere Bangla National Stadium,Pakistan,NA,3,Bangladesh,bat,JD Cloete,NJ Llong,Shahid Afridi
2014-03-05_ODIAfgInd.yaml,ODI,2014-03-05,Afghanistan,India,Afghanistan,India,yes,Mirpur,none,Shere Bangla National Stadium,India,NA,8,India,field,BF Bowden,NJ Llong,RA Jadeja
2014-03-05_ODIWesEng.yaml,ODI,2014-03-05,West Indies,England,England,West Indies,no,Antigua,West Indies,Sir Vivian Richards Stadium- North Sound,England,25,NA,West Indies,field,M Erasmus,JS Wilson,JE Root
2014-03-06_ODIBanSri.yaml,ODI,2014-03-06,Bangladesh,Sri Lanka,Bangladesh,Sri Lanka,no,Mirpur,Bangladesh,Shere Bangla National Stadium,Sri Lanka,NA,3,Bangladesh,bat,BF Bowden,BNJ Oxenford,AD Mathews
2014-03-08_ODIPakSri.yaml,ODI,2014-03-08,Pakistan,Sri Lanka,Pakistan,Sri Lanka,yes,Mirpur,none,Shere Bangla National Stadium,Sri Lanka,NA,5,Pakistan,bat,NJ Llong,BNJ Oxenford,SL Malinga
2014-05-02_ODIAfgUni.yaml,ODI,2014-05-02,Afghanistan,United Arab Emirates,Afghanistan,United Arab Emirates,yes,Kuala Lumpur,none,Kinrara Academy Oval,Afghanistan,70,NA,United Arab Emirates,field,BB Pradhan,Sarika Prasad,Mohammad Nabi
2014-05-04_ODIHonUni.yaml,ODI,2014-05-04,Hong Kong,United Arab Emirates,Hong Kong,United Arab Emirates,yes,Kuala Lumpur,none,Kinrara Academy Oval,United Arab Emirates,NA,2,United Arab Emirates,field,BB Pradhan,Sarika Prasad,Mohammad Shahzad (2)
2014-05-06_ODIIreSri.yaml,ODI,2014-05-06,Ireland,Sri Lanka,Sri Lanka,Ireland,no,Dublin,Ireland,Clontarf Cricket Club Ground,Sri Lanka,79,NA,Ireland,field,RA Kettleborough,RP Smith,BAW Mendis
2014-05-09_ODIScoEng.yaml,ODI,2014-05-09,Scotland,England,England,Scotland,no,Aberdeen,Scotland,Mannofield Park,England,39,NA,Scotland,field,M Hawthorne,IN Ramage,MA Leask
2014-05-22_ODIEngSri.yaml,ODI,2014-05-22,England,Sri Lanka,England,Sri Lanka,no,London,England,Kennington Oval,England,81,NA,Sri Lanka,field,RJ Bailey,CB Gaffaney,CJ Jordan
2014-05-25_ODIEngSri.yaml,ODI,2014-05-25,England,Sri Lanka,Sri Lanka,England,no,Chester-le-Street,England,Riverside Ground,Sri Lanka,157,NA,England,field,M Erasmus,RT Robinson,TM Dilshan
2014-05-28_ODIEngSri.yaml,ODI,2014-05-28,England,Sri Lanka,Sri Lanka,England,no,Manchester,England,Old Trafford,England,NA,10,England,field,CB Gaffaney,MA Gough,CJ Jordan
2014-05-31_ODIEngSri.yaml,ODI,2014-05-31,England,Sri Lanka,Sri Lanka,England,no,London,England,Lord's,Sri Lanka,7,NA,England,field,M Erasmus,IJ Gould,JC Buttler
2014-06-03_ODIEngSri.yaml,ODI,2014-06-03,England,Sri Lanka,England,Sri Lanka,no,Birmingham,England,Edgbaston,Sri Lanka,NA,6,England,bat,CB Gaffaney,MA Gough,HDRL Thirimanne
2014-06-15_ODIBanInd.yaml,ODI,2014-06-15,Bangladesh,India,Bangladesh,India,no,Mirpur,Bangladesh,Shere Bangla National Stadium,India,NA,7,Bangladesh,bat,HDPK Dharmasena,Enamul Haque,AM Rahane
2014-06-17_ODIBanInd.yaml,ODI,2014-06-17,Bangladesh,India,India,Bangladesh,no,Mirpur,Bangladesh,Shere Bangla National Stadium,India,47,NA,Bangladesh,field,HDPK Dharmasena,Sharfuddoula,STR Binny
2014-06-19_ODIBanInd.yaml,ODI,2014-06-19,Bangladesh,India,India,Bangladesh,no,Mirpur,Bangladesh,Shere Bangla National Stadium,no result,NA,NA,India,bat,HDPK Dharmasena,Enamul Haque,NA
2014-07-06_ODISriSou.yaml,ODI,2014-07-06,Sri Lanka,South Africa,South Africa,Sri Lanka,no,Colombo,Sri Lanka,R Premadasa Stadium,South Africa,75,NA,South Africa,bat,SJ Davis,REJ Martinesz,HM Amla
2014-07-09_ODISriSou.yaml,ODI,2014-07-09,Sri Lanka,South Africa,Sri Lanka,South Africa,no,NA,Sri Lanka,Pallekele International Cricket Stadium,Sri Lanka,87,NA,Sri Lanka,bat,NJ Llong,RSA Palliyaguruge,TM Dilshan
2014-07-12_ODISriSou.yaml,ODI,2014-07-12,Sri Lanka,South Africa,South Africa,Sri Lanka,no,Hambantota,Sri Lanka,Mahinda Rajapaksa International Cricket Stadium- Sooriyawewa,South Africa,82,NA,South Africa,bat,SJ Davis,REJ Martinesz,AB de Villiers
2014-07-20_ODIZimAfg.yaml,ODI,2014-07-20,Zimbabwe,Afghanistan,Afghanistan,Zimbabwe,no,Bulawayo,Zimbabwe,Queens Sports Club,Zimbabwe,NA,8,Zimbabwe,field,O Chirombe,JD Cloete,Sikandar Raza
2014-07-22_ODIZimAfg.yaml,ODI,2014-07-22,Zimbabwe,Afghanistan,Zimbabwe,Afghanistan,no,Bulawayo,Zimbabwe,Queens Sports Club,Afghanistan,NA,2,Afghanistan,field,JD Cloete,TJ Matibiri,H Masakadza
2014-07-24_ODIZimAfg.yaml,ODI,2014-07-24,Zimbabwe,Afghanistan,Afghanistan,Zimbabwe,no,Bulawayo,Zimbabwe,Queens Sports Club,Afghanistan,100,NA,Zimbabwe,field,O Chirombe,JD Cloete,DT Tiripano
2014-08-17_ODIZimSou.yaml,ODI,2014-08-17,Zimbabwe,South Africa,South Africa,Zimbabwe,no,Bulawayo,Zimbabwe,Queens Sports Club,South Africa,93,NA,Zimbabwe,field,CB Gaffaney,RB Tiffin,HM Amla
2014-08-19_ODIZimSou.yaml,ODI,2014-08-19,Zimbabwe,South Africa,South Africa,Zimbabwe,no,Bulawayo,Zimbabwe,Queens Sports Club,South Africa,61,NA,Zimbabwe,field,O Chirombe,CB Gaffaney,WD Parnell
2014-08-20_ODIWesBan.yaml,ODI,2014-08-20,West Indies,Bangladesh,Bangladesh,West Indies,no,Grenada,West Indies,National Cricket Stadium- St George's,West Indies,NA,3,West Indies,field,RA Kettleborough,JS Wilson,KA Pollard
2014-08-21_ODIZimSou.yaml,ODI,2014-08-21,Zimbabwe,South Africa,Zimbabwe,South Africa,no,Bulawayo,Zimbabwe,Queens Sports Club,South Africa,NA,7,South Africa,field,CB Gaffaney,TJ Matibiri,Q de Kock
2014-08-22_ODIWesBan.yaml,ODI,2014-08-22,West Indies,Bangladesh,West Indies,Bangladesh,no,Grenada,West Indies,National Cricket Stadium- St George's,West Indies,177,NA,Bangladesh,field,Aleem Dar,GO Brathwaite,SP Narine
2014-08-23_ODISriPak.yaml,ODI,2014-08-23,Sri Lanka,Pakistan,Sri Lanka,Pakistan,no,Hambantota,Sri Lanka,Mahinda Rajapaksa International Cricket Stadium- Sooriyawewa,Pakistan,NA,4,Pakistan,field,RSA Palliyaguruge,S Ravi,Sohaib Maqsood
2014-08-25_ODIWesBan.yaml,ODI,2014-08-25,West Indies,Bangladesh,West Indies,Bangladesh,no,St Kitts,West Indies,Warner Park- Basseterre,West Indies,91,NA,West Indies,bat,RA Kettleborough,JS Wilson,D Ramdin
2014-08-25_ODIZimAus.yaml,ODI,2014-08-25,Zimbabwe,Australia,Australia,Zimbabwe,no,NA,Zimbabwe,Harare Sports Club,Australia,198,NA,Zimbabwe,field,IJ Gould,RB Tiffin,MR Marsh
2014-08-26_ODISriPak.yaml,ODI,2014-08-26,Sri Lanka,Pakistan,Sri Lanka,Pakistan,no,Hambantota,Sri Lanka,Mahinda Rajapaksa International Cricket Stadium- Sooriyawewa,Sri Lanka,77,NA,Sri Lanka,bat,SJ Davis,REJ Martinesz,NLTC Perera
2014-08-27_ODIAusSou.yaml,ODI,2014-08-27,Australia,South Africa,Australia,South Africa,yes,NA,none,Harare Sports Club,South Africa,NA,7,South Africa,field,IJ Gould,RB Tiffin,AB de Villiers
2014-08-27_ODIEngInd.yaml,ODI,2014-08-27,England,India,India,England,no,Cardiff,England,Sophia Gardens,India,133,NA,England,field,RK Illingworth,PR Reiffel,SK Raina
2014-08-29_ODIZimSou.yaml,ODI,2014-08-29,Zimbabwe,South Africa,South Africa,Zimbabwe,no,NA,Zimbabwe,Harare Sports Club,South Africa,61,NA,Zimbabwe,field,IJ Gould,TJ Matibiri,P Utseya
2014-08-30_ODIEngInd.yaml,ODI,2014-08-30,England,India,England,India,no,Nottingham,England,Trent Bridge,India,NA,6,India,field,MA Gough,PR Reiffel,R Ashwin
2014-08-30_ODISriPak.yaml,ODI,2014-08-30,Sri Lanka,Pakistan,Pakistan,Sri Lanka,no,NA,Sri Lanka,Rangiri Dambulla International Stadium,Sri Lanka,NA,7,Pakistan,bat,RSA Palliyaguruge,S Ravi,NLTC Perera
2014-08-31_ODIZimAus.yaml,ODI,2014-08-31,Zimbabwe,Australia,Australia,Zimbabwe,no,NA,Zimbabwe,Harare Sports Club,Zimbabwe,NA,3,Australia,bat,Aleem Dar,O Chirombe,E Chigumbura
2014-09-02_ODIAusSou.yaml,ODI,2014-09-02,Australia,South Africa,Australia,South Africa,yes,NA,none,Harare Sports Club,Australia,62,NA,South Africa,field,Aleem Dar,RB Tiffin,MR Marsh
2014-09-02_ODIEngInd.yaml,ODI,2014-09-02,England,India,England,India,no,Birmingham,England,Edgbaston,India,NA,9,India,field,PR Reiffel,RT Robinson,AM Rahane
2014-09-04_ODIZimSou.yaml,ODI,2014-09-04,Zimbabwe,South Africa,South Africa,Zimbabwe,no,NA,Zimbabwe,Harare Sports Club,South Africa,63,NA,Zimbabwe,field,Aleem Dar,TJ Matibiri,F du Plessis
2014-09-05_ODIEngInd.yaml,ODI,2014-09-05,England,India,England,India,no,Leeds,England,Headingley,England,41,NA,India,field,RA Kettleborough,PR Reiffel,JE Root
2014-09-06_ODIAusSou.yaml,ODI,2014-09-06,Australia,South Africa,Australia,South Africa,yes,NA,none,Harare Sports Club,South Africa,NA,6,South Africa,field,Aleem Dar,RB Tiffin,DW Steyn
2014-09-08_ODIIreSco.yaml,ODI,2014-09-08,Ireland,Scotland,Scotland,Ireland,no,Dublin,Ireland,The Village- Malahide,Ireland,NA,7,Ireland,field,MA Gough,M Hawthorne,NA
2014-09-10_ODIIreSco.yaml,ODI,2014-09-10,Ireland,Scotland,Scotland,Ireland,no,Dublin,Ireland,The Village- Malahide,Ireland,NA,3,Ireland,field,MA Gough,M Hawthorne,NA
2014-09-12_ODIIreSco.yaml,ODI,2014-09-12,Ireland,Scotland,Ireland,Scotland,no,Dublin,Ireland,The Village- Malahide,Scotland,NA,8,Scotland,field,MA Gough,M Hawthorne,NA
2014-10-07_ODIAusPak.yaml,ODI,2014-10-07,Australia,Pakistan,Australia,Pakistan,yes,NA,none,Sharjah Cricket Stadium,Australia,93,NA,Australia,bat,Ahsan Raza,RK Illingworth,SPD Smith
2014-10-08_ODIIndWes.yaml,ODI,2014-10-08,India,West Indies,West Indies,India,no,Kochi,India,Nehru Stadium,West Indies,124,NA,India,field,IJ Gould,S Ravi,MN Samuels
