file_name,match_type,data,teamA,teamB,who_played_first,who_played_second,neutral_venue,city,home_ground_of_team,venue,winner,winner_by_runs,winner_by_wickets,toss_winner,toss_winner_decided_to,umpire_1,umpire_2,player_of_match
2012-02-25_ODINewSou.yaml,ODI,2012-02-25,New Zealand,South Africa,New Zealand,South Africa,no,Wellington,New Zealand,Westpac Stadium,South Africa,NA,6,New Zealand,bat,CB Gaffaney,RK Illingworth,AB de Villiers
2012-02-26_ODIAusInd.yaml,ODI,2012-02-26,Australia,India,Australia,India,no,NA,Australia,Sydney Cricket Ground,Australia,87,NA,Australia,bat,BF Bowden,SJA Taufel,DA Warner
2012-02-28_ODIIndSri.yaml,ODI,2012-02-28,India,Sri Lanka,Sri Lanka,India,yes,Hobart,none,Bellerive Oval,India,NA,7,India,field,Asad Rauf,SJA Taufel,V Kohli
2012-02-29_ODINewSou.yaml,ODI,2012-02-29,New Zealand,South Africa,New Zealand,South Africa,no,Napier,New Zealand,McLean Park,South Africa,NA,6,South Africa,field,Aleem Dar,GAV Baxter,M Morkel
2012-03-02_ODIAusSri.yaml,ODI,2012-03-02,Australia,Sri Lanka,Sri Lanka,Australia,no,NA,Australia,Melbourne Cricket Ground,Sri Lanka,9,NA,Sri Lanka,bat,Asad Rauf,RJ Tucker,LD Chandimal
2012-03-03_ODINewSou.yaml,ODI,2012-03-03,New Zealand,South Africa,New Zealand,South Africa,no,Auckland,New Zealand,Eden Park,South Africa,NA,5,South Africa,field,CB Gaffaney,RK Illingworth,M de Lange
2012-03-04_ODIAusSri.yaml,ODI,2012-03-04,Australia,Sri Lanka,Australia,Sri Lanka,no,Brisbane,Australia,Brisbane Cricket Ground- Woolloongabba,Australia,15,NA,Australia,bat,Asad Rauf,PR Reiffel,DA Warner
2012-03-06_ODIAusSri.yaml,ODI,2012-03-06,Australia,Sri Lanka,Australia,Sri Lanka,no,NA,Australia,Adelaide Oval,Sri Lanka,NA,8,Australia,bat,Asad Rauf,BNJ Oxenford,TM Dilshan
2012-03-08_ODIAusSri.yaml,ODI,2012-03-08,Australia,Sri Lanka,Australia,Sri Lanka,no,NA,Australia,Adelaide Oval,Australia,16,NA,Sri Lanka,field,Asad Rauf,BNJ Oxenford,CJ McKay
2012-03-11_ODIBanPak.yaml,ODI,2012-03-11,Bangladesh,Pakistan,Pakistan,Bangladesh,no,Mirpur,Bangladesh,Shere Bangla National Stadium,Pakistan,21,NA,Bangladesh,field,IJ Gould,PR Reiffel,Mohammad Hafeez
2012-03-13_ODIIndSri.yaml,ODI,2012-03-13,India,Sri Lanka,India,Sri Lanka,yes,Mirpur,none,Shere Bangla National Stadium,India,50,NA,Sri Lanka,field,SJ Davis,IJ Gould,V Kohli
2012-03-15_ODIPakSri.yaml,ODI,2012-03-15,Pakistan,Sri Lanka,Sri Lanka,Pakistan,yes,Mirpur,none,Shere Bangla National Stadium,Pakistan,NA,6,Sri Lanka,bat,SJ Davis,PR Reiffel,Aizaz Cheema
2012-03-16_ODIBanInd.yaml,ODI,2012-03-16,Bangladesh,India,India,Bangladesh,no,Mirpur,Bangladesh,Shere Bangla National Stadium,Bangladesh,NA,5,Bangladesh,field,IJ Gould,PR Reiffel,Shakib Al Hasan
2012-03-16_ODIWesAus.yaml,ODI,2012-03-16,West Indies,Australia,Australia,West Indies,no,St Vincent,West Indies,Arnos Vale Ground- Kingstown,Australia,64,NA,Australia,bat,HDPK Dharmasena,PJ Nero,GJ Bailey
2012-03-18_ODIIndPak.yaml,ODI,2012-03-18,India,Pakistan,Pakistan,India,yes,Mirpur,none,Shere Bangla National Stadium,India,NA,6,Pakistan,bat,SJ Davis,IJ Gould,V Kohli
2012-03-18_ODIWesAus.yaml,ODI,2012-03-18,West Indies,Australia,Australia,West Indies,no,St Vincent,West Indies,Arnos Vale Ground- Kingstown,West Indies,NA,5,West Indies,field,GO Brathwaite,SK Tarapore,SP Narine
2012-03-20_ODIBanSri.yaml,ODI,2012-03-20,Bangladesh,Sri Lanka,Sri Lanka,Bangladesh,no,Mirpur,Bangladesh,Shere Bangla National Stadium,Bangladesh,NA,5,Bangladesh,field,SJ Davis,PR Reiffel,Shakib Al Hasan
2012-03-20_ODIWesAus.yaml,ODI,2012-03-20,West Indies,Australia,Australia,West Indies,no,St Vincent,West Indies,Arnos Vale Ground- Kingstown,no result,NA,NA,Australia,bat,HDPK Dharmasena,PJ Nero,MEK Hussey
2012-03-22_ODIBanPak.yaml,ODI,2012-03-22,Bangladesh,Pakistan,Pakistan,Bangladesh,no,Mirpur,Bangladesh,Shere Bangla National Stadium,Pakistan,2,NA,Bangladesh,field,SJ Davis,IJ Gould,Shahid Afridi
2012-03-23_ODIWesAus.yaml,ODI,2012-03-23,West Indies,Australia,West Indies,Australia,no,St Lucia,West Indies,Beausejour Stadium- Gros Islet,West Indies,42,NA,Australia,field,GO Brathwaite,SK Tarapore,KA Pollard
2012-03-25_ODIWesAus.yaml,ODI,2012-03-25,West Indies,Australia,Australia,West Indies,no,St Lucia,West Indies,Beausejour Stadium- Gros Islet,Australia,30,NA,West Indies,field,HDPK Dharmasena,PJ Nero,DJG Sammy
2012-03-29_ODIAfgNet.yaml,ODI,2012-03-29,Afghanistan,Netherlands,Afghanistan,Netherlands,yes,NA,none,Sharjah Cricket Stadium,Netherlands,NA,9,Afghanistan,bat,CB Gaffaney,Sarika Prasad,NA
2012-06-07_ODISriPak.yaml,ODI,2012-06-07,Sri Lanka,Pakistan,Sri Lanka,Pakistan,no,NA,Sri Lanka,Pallekele International Cricket Stadium,Pakistan,NA,6,Sri Lanka,bat,REJ Martinesz,PR Reiffel,Umar Gul
2012-06-09_ODISriPak.yaml,ODI,2012-06-09,Sri Lanka,Pakistan,Sri Lanka,Pakistan,no,NA,Sri Lanka,Pallekele International Cricket Stadium,Sri Lanka,76,NA,Sri Lanka,bat,RSA Palliyaguruge,PR Reiffel,NLTC Perera
2012-06-13_ODISriPak.yaml,ODI,2012-06-13,Sri Lanka,Pakistan,Pakistan,Sri Lanka,no,Colombo,Sri Lanka,R Premadasa Stadium,no result,NA,NA,Pakistan,bat,EAR de Silva,PR Reiffel,NA
2012-06-16_ODIEngWes.yaml,ODI,2012-06-16,England,West Indies,England,West Indies,no,Southampton,England,The Rose Bowl,England,114,NA,West Indies,field,HDPK Dharmasena,RA Kettleborough,IR Bell
2012-06-16_ODISriPak.yaml,ODI,2012-06-16,Sri Lanka,Pakistan,Sri Lanka,Pakistan,no,Colombo,Sri Lanka,R Premadasa Stadium,Sri Lanka,44,NA,Sri Lanka,bat,REJ Martinesz,PR Reiffel,NLTC Perera
2012-06-18_ODISriPak.yaml,ODI,2012-06-18,Sri Lanka,Pakistan,Pakistan,Sri Lanka,no,Colombo,Sri Lanka,R Premadasa Stadium,Sri Lanka,NA,2,Pakistan,bat,REJ Martinesz,PR Reiffel,AD Mathews
2012-06-19_ODIEngWes.yaml,ODI,2012-06-19,England,West Indies,West Indies,England,no,London,England,Kennington Oval,England,NA,8,England,field,RJ Bailey,AL Hill,AN Cook
2012-06-23_ODIIreAus.yaml,ODI,2012-06-23,Ireland,Australia,Ireland,Australia,no,Belfast,Ireland,Civil Service Cricket Club- Stormont,no result,NA,NA,Australia,field,M Hawthorne,RA Kettleborough,NA
2012-06-29_ODIEngAus.yaml,ODI,2012-06-29,England,Australia,England,Australia,no,London,England,Lord's,England,15,NA,Australia,field,Aleem Dar,RA Kettleborough,EJG Morgan
2012-07-01_ODIEngAus.yaml,ODI,2012-07-01,England,Australia,Australia,England,no,London,England,Kennington Oval,England,NA,6,Australia,bat,M Erasmus,RK Illingworth,RS Bopara
2012-07-05_ODIIreAfg.yaml,ODI,2012-07-05,Ireland,Afghanistan,Ireland,Afghanistan,no,Dublin,Ireland,Clontarf Cricket Club Ground,Ireland,59,NA,Afghanistan,field,S George,RP Smith,NA
2012-07-05_ODIWesNew.yaml,ODI,2012-07-05,West Indies,New Zealand,New Zealand,West Indies,no,Jamaica,West Indies,Sabina Park- Kingston,West Indies,NA,9,West Indies,field,RA Kettleborough,PJ Nero,AD Russell
2012-07-07_ODIEngAus.yaml,ODI,2012-07-07,England,Australia,Australia,England,no,Chester-le-Street,England,Riverside Ground,England,NA,8,England,field,M Erasmus,NJ Llong,ST Finn
2012-07-07_ODIWesNew.yaml,ODI,2012-07-07,West Indies,New Zealand,West Indies,New Zealand,no,Jamaica,West Indies,Sabina Park- Kingston,West Indies,55,NA,New Zealand,field,GO Brathwaite,RK Illingworth,MN Samuels
2012-07-10_ODIEngAus.yaml,ODI,2012-07-10,England,Australia,Australia,England,no,Manchester,England,Old Trafford,England,NA,7,England,field,Aleem Dar,IJ Gould,RS Bopara
2012-07-11_ODIWesNew.yaml,ODI,2012-07-11,West Indies,New Zealand,New Zealand,West Indies,no,St Kitts,West Indies,Warner Park- Basseterre,New Zealand,88,NA,West Indies,field,RA Kettleborough,JS Wilson,RJ Nicol
2012-07-14_ODIWesNew.yaml,ODI,2012-07-14,West Indies,New Zealand,West Indies,New Zealand,no,St Kitts,West Indies,Warner Park- Basseterre,West Indies,24,NA,West Indies,bat,RK Illingworth,PJ Nero,SP Narine
2012-07-16_ODIWesNew.yaml,ODI,2012-07-16,West Indies,New Zealand,West Indies,New Zealand,no,St Kitts,West Indies,Warner Park- Basseterre,West Indies,20,NA,West Indies,bat,RA Kettleborough,JS Wilson,SP Narine
2012-07-21_ODISriInd.yaml,ODI,2012-07-21,Sri Lanka,India,India,Sri Lanka,no,Hambantota,Sri Lanka,Mahinda Rajapaksa International Cricket Stadium- Sooriyawewa,India,21,NA,India,bat,REJ Martinesz,BNJ Oxenford,V Kohli
2012-07-24_ODISriInd.yaml,ODI,2012-07-24,Sri Lanka,India,India,Sri Lanka,no,Hambantota,Sri Lanka,Mahinda Rajapaksa International Cricket Stadium- Sooriyawewa,Sri Lanka,NA,9,India,bat,BNJ Oxenford,RSA Palliyaguruge,NLTC Perera
2012-07-28_ODISriInd.yaml,ODI,2012-07-28,Sri Lanka,India,Sri Lanka,India,no,Colombo,Sri Lanka,R Premadasa Stadium,India,NA,5,Sri Lanka,bat,HDPK Dharmasena,BNJ Oxenford,SK Raina
2012-07-31_ODISriInd.yaml,ODI,2012-07-31,Sri Lanka,India,Sri Lanka,India,no,Colombo,Sri Lanka,R Premadasa Stadium,India,NA,6,Sri Lanka,bat,HDPK Dharmasena,BNJ Oxenford,V Kohli
2012-08-04_ODISriInd.yaml,ODI,2012-08-04,Sri Lanka,India,India,Sri Lanka,no,NA,Sri Lanka,Pallekele International Cricket Stadium,India,20,NA,India,bat,BNJ Oxenford,TH Wijewardene,IK Pathan
2012-08-24_ODIEngSou.yaml,ODI,2012-08-24,England,South Africa,England,South Africa,no,Cardiff,England,Sophia Gardens,no result,NA,NA,South Africa,field,HDPK Dharmasena,RA Kettleborough,NA
2012-08-25_ODIAfgAus.yaml,ODI,2012-08-25,Afghanistan,Australia,Australia,Afghanistan,yes,NA,none,Sharjah Cricket Association Stadium,Australia,66,NA,Australia,bat,BF Bowden,Shozab Raza,MA Starc
2012-08-28_ODIAusPak.yaml,ODI,2012-08-28,Australia,Pakistan,Pakistan,Australia,yes,NA,none,Sharjah Cricket Stadium,Australia,NA,4,Pakistan,bat,BF Bowden,Zameer Haider,MA Starc
2012-08-28_ODIEngSou.yaml,ODI,2012-08-28,England,South Africa,South Africa,England,no,Southampton,England,The Rose Bowl,South Africa,80,NA,South Africa,bat,RJ Bailey,SJA Taufel,HM Amla
2012-08-31_ODIAusPak.yaml,ODI,2012-08-31,Australia,Pakistan,Australia,Pakistan,yes,Abu Dhabi,none,Sheikh Zayed Stadium,Pakistan,NA,7,Australia,bat,Ahsan Raza,NJ Llong,Nasir Jamshed
2012-08-31_ODIEngSou.yaml,ODI,2012-08-31,England,South Africa,South Africa,England,no,London,England,Kennington Oval,England,NA,4,South Africa,bat,HDPK Dharmasena,RA Kettleborough,EJG Morgan
2012-09-02_ODIEngSou.yaml,ODI,2012-09-02,England,South Africa,South Africa,England,no,London,England,Lord's,England,NA,6,England,field,RK Illingworth,SJA Taufel,IR Bell
2012-09-03_ODIAusPak.yaml,ODI,2012-09-03,Australia,Pakistan,Pakistan,Australia,yes,NA,none,Sharjah Cricket Stadium,Australia,NA,3,Australia,field,Ahsan Raza,BF Bowden,MEK Hussey
2012-09-05_ODIEngSou.yaml,ODI,2012-09-05,England,South Africa,England,South Africa,no,Nottingham,England,Trent Bridge,South Africa,NA,7,England,bat,HDPK Dharmasena,RK Illingworth,HM Amla
2012-11-04_ODISriNew.yaml,ODI,2012-11-04,Sri Lanka,New Zealand,New Zealand,Sri Lanka,no,NA,Sri Lanka,Pallekele International Cricket Stadium,Sri Lanka,14,NA,New Zealand,bat,HDPK Dharmasena,IJ Gould,SL Malinga
2012-11-06_ODISriNew.yaml,ODI,2012-11-06,Sri Lanka,New Zealand,New Zealand,Sri Lanka,no,NA,Sri Lanka,Pallekele International Cricket Stadium,Sri Lanka,NA,7,Sri Lanka,field,HDPK Dharmasena,IJ Gould,TM Dilshan
2012-11-10_ODISriNew.yaml,ODI,2012-11-10,Sri Lanka,New Zealand,New Zealand,Sri Lanka,no,Hambantota,Sri Lanka,Mahinda Rajapaksa International Cricket Stadium- Sooriyawewa,Sri Lanka,NA,7,Sri Lanka,field,IJ Gould,RSA Palliyaguruge,BMAJ Mendis
2012-11-12_ODISriNew.yaml,ODI,2012-11-12,Sri Lanka,New Zealand,Sri Lanka,New Zealand,no,Hambantota,Sri Lanka,Mahinda Rajapaksa International Cricket Stadium- Sooriyawewa,no result,NA,NA,New Zealand,field,IJ Gould,TH Wijewardene,NA
2012-11-30_ODIBanWes.yaml,ODI,2012-11-30,Bangladesh,West Indies,West Indies,Bangladesh,no,Khulna,Bangladesh,Sheikh Abu Naser Stadium,Bangladesh,NA,7,West Indies,bat,Enamul Haque,REJ Martinesz,Sohag Gazi
2012-12-02_ODIBanWes.yaml,ODI,2012-12-02,Bangladesh,West Indies,Bangladesh,West Indies,no,Khulna,Bangladesh,Sheikh Abu Naser Stadium,Bangladesh,160,NA,West Indies,field,Enamul Haque,REJ Martinesz,Anamul Haque
2012-12-05_ODIBanWes.yaml,ODI,2012-12-05,Bangladesh,West Indies,Bangladesh,West Indies,no,Mirpur,Bangladesh,Shere Bangla National Stadium,West Indies,NA,4,West Indies,field,Enamul Haque,REJ Martinesz,MN Samuels
2012-12-07_ODIBanWes.yaml,ODI,2012-12-07,Bangladesh,West Indies,West Indies,Bangladesh,no,Mirpur,Bangladesh,Shere Bangla National Stadium,West Indies,75,NA,Bangladesh,field,Enamul Haque,REJ Martinesz,DJG Sammy
2012-12-08_ODIBanWes.yaml,ODI,2012-12-08,Bangladesh,West Indies,West Indies,Bangladesh,no,Mirpur,Bangladesh,Shere Bangla National Stadium,Bangladesh,NA,2,Bangladesh,field,Enamul Haque,REJ Martinesz,Mahmudullah
2012-12-30_ODIIndPak.yaml,ODI,2012-12-30,India,Pakistan,India,Pakistan,no,Chennai,India,MA Chidambaram Stadium- Chepauk,Pakistan,NA,6,Pakistan,field,BF Bowden,S Ravi,MS Dhoni
2013-01-03_ODIIndPak.yaml,ODI,2013-01-03,India,Pakistan,Pakistan,India,no,Kolkata,India,Eden Gardens,Pakistan,85,NA,India,field,BF Bowden,VA Kulkarni,Nasir Jamshed
2013-01-06_ODIIndPak.yaml,ODI,2013-01-06,India,Pakistan,India,Pakistan,no,Delhi,India,Feroz Shah Kotla,India,10,NA,India,bat,S Asnani,BF Bowden,MS Dhoni
2013-01-11_ODIAusSri.yaml,ODI,2013-01-11,Australia,Sri Lanka,Australia,Sri Lanka,no,NA,Australia,Melbourne Cricket Ground,Australia,107,NA,Australia,bat,RA Kettleborough,PR Reiffel,PJ Hughes
2013-01-11_ODIIndEng.yaml,ODI,2013-01-11,India,England,England,India,no,Rajkot,India,Saurashtra Cricket Association Stadium,England,9,NA,England,bat,SJ Davis,S Ravi,JC Tredwell
2013-01-13_ODIAusSri.yaml,ODI,2013-01-13,Australia,Sri Lanka,Australia,Sri Lanka,no,NA,Australia,Adelaide Oval,Sri Lanka,NA,8,Sri Lanka,field,M Erasmus,SD Fry,HDRL Thirimanne
2013-01-15_ODIIndEng.yaml,ODI,2013-01-15,India,England,India,England,no,Kochi,India,Nehru Stadium,India,127,NA,India,bat,SJ Davis,VA Kulkarni,RA Jadeja
2013-01-18_ODIAusSri.yaml,ODI,2013-01-18,Australia,Sri Lanka,Australia,Sri Lanka,no,Brisbane,Australia,Brisbane Cricket Ground- Woolloongabba,Sri Lanka,NA,4,Australia,bat,RA Kettleborough,PR Reiffel,KMDN Kulasekara
2013-01-19_ODIIndEng.yaml,ODI,2013-01-19,India,England,England,India,no,Ranchi,India,JSCA International Stadium Complex,India,NA,7,India,field,SJ Davis,S Ravi,V Kohli
2013-01-19_ODISouNew.yaml,ODI,2013-01-19,South Africa,New Zealand,South Africa,New Zealand,no,Paarl,South Africa,Boland Park,New Zealand,NA,1,New Zealand,field,Enamul Haque,S George,JEC Franklin
2013-01-20_ODIAusSri.yaml,ODI,2013-01-20,Australia,Sri Lanka,Australia,Sri Lanka,no,NA,Australia,Sydney Cricket Ground,no result,NA,NA,Australia,bat,M Erasmus,PR Reiffel,NA
2013-01-22_ODISouNew.yaml,ODI,2013-01-22,South Africa,New Zealand,New Zealand,South Africa,no,Kimberley,South Africa,De Beers Diamond Oval,New Zealand,27,NA,South Africa,field,Aleem Dar,JD Cloete,KS Williamson
2013-01-23_ODIAusSri.yaml,ODI,2013-01-23,Australia,Sri Lanka,Australia,Sri Lanka,no,Hobart,Australia,Bellerive Oval,Australia,32,NA,Sri Lanka,field,SD Fry,RA Kettleborough,PJ Hughes
2013-01-23_ODIIndEng.yaml,ODI,2013-01-23,India,England,England,India,no,Chandigarh,India,Punjab Cricket Association Stadium- Mohali,India,NA,5,India,field,S Asnani,SJ Davis,SK Raina
2013-01-25_ODISouNew.yaml,ODI,2013-01-25,South Africa,New Zealand,New Zealand,South Africa,no,Potchefstroom,South Africa,Senwes Park,South Africa,NA,1,New Zealand,bat,Enamul Haque,AT Holdstock,GC Smith
2013-01-27_ODIIndEng.yaml,ODI,2013-01-27,India,England,India,England,no,Dharamsala,India,Himachal Pradesh Cricket Association Stadium,England,NA,7,England,field,S Asnani,SJ Davis,IR Bell
2013-02-01_ODIAusWes.yaml,ODI,2013-02-01,Australia,West Indies,West Indies,Australia,no,Perth,Australia,Western Australia Cricket Association Ground,Australia,NA,9,West Indies,bat,Asad Rauf,PR Reiffel,MA Starc
2013-02-03_ODIAusWes.yaml,ODI,2013-02-03,Australia,West Indies,Australia,West Indies,no,Perth,Australia,Western Australia Cricket Association Ground,Australia,54,NA,West Indies,field,NJ Llong,PR Reiffel,GJ Bailey
2013-02-06_ODIAusWes.yaml,ODI,2013-02-06,Australia,West Indies,Australia,West Indies,no,Canberra,Australia,Manuka Oval,Australia,39,NA,Australia,bat,Asad Rauf,SD Fry,SR Watson
2013-02-08_ODIAusWes.yaml,ODI,2013-02-08,Australia,West Indies,West Indies,Australia,no,NA,Australia,Sydney Cricket Ground,Australia,NA,5,West Indies,bat,SD Fry,NJ Llong,KA Pollard
2013-02-10_ODIAusWes.yaml,ODI,2013-02-10,Australia,West Indies,Australia,West Indies,no,NA,Australia,Melbourne Cricket Ground,Australia,17,NA,West Indies,field,Asad Rauf,PR Reiffel,AC Voges
2013-02-17_ODINewEng.yaml,ODI,2013-02-17,New Zealand,England,England,New Zealand,no,Hamilton,none,Seddon Park,New Zealand,NA,3,New Zealand,field,GAV Baxter,S Ravi,NA
2013-02-20_ODINewEng.yaml,ODI,2013-02-20,New Zealand,England,New Zealand,England,no,Napier,New Zealand,McLean Park,England,NA,8,England,field,CB Gaffaney,RJ Tucker,NA
2013-02-22_ODIWesZim.yaml,ODI,2013-02-22,West Indies,Zimbabwe,West Indies,Zimbabwe,no,Grenada,West Indies,National Cricket Stadium- St George's,West Indies,156,NA,Zimbabwe,field,IJ Gould,JS Wilson,J Charles
2013-02-23_ODINewEng.yaml,ODI,2013-02-23,New Zealand,England,New Zealand,England,no,Auckland,New Zealand,Eden Park,England,NA,5,England,field,CB Gaffaney,S Ravi,NA
2013-02-26_ODIWesZim.yaml,ODI,2013-02-26,West Indies,Zimbabwe,Zimbabwe,West Indies,no,Grenada,West Indies,National Cricket Stadium- St George's,West Indies,NA,5,Zimbabwe,bat,GO Brathwaite,IJ Gould,DM Bravo
2013-03-10_ODISouPak.yaml,ODI,2013-03-10,South Africa,Pakistan,South Africa,Pakistan,no,Bloemfontein,South Africa,Chevrolet Park,South Africa,125,NA,Pakistan,field,JD Cloete,HDPK Dharmasena,CA Ingram
2013-03-11_ODICanKen.yaml,ODI,2013-03-11,Canada,Kenya,Canada,Kenya,yes,Dubai,none,ICC Global Cricket Academy,Kenya,NA,6,Canada,bat,RJ Bailey,D Odhiambo,E Otieno
2013-03-15_ODISouPak.yaml,ODI,2013-03-15,South Africa,Pakistan,South Africa,Pakistan,no,Centurion,South Africa,SuperSport Park,Pakistan,NA,6,South Africa,bat,BF Bowden,AT Holdstock,Mohammad Irfan
2013-03-17_ODISouPak.yaml,ODI,2013-03-17,South Africa,Pakistan,South Africa,Pakistan,no,Johannesburg,South Africa,New Wanderers Stadium,South Africa,34,NA,Pakistan,field,BF Bowden,S George,HM Amla
2013-03-21_ODISouPak.yaml,ODI,2013-03-21,South Africa,Pakistan,South Africa,Pakistan,no,Durban,South Africa,Kingsmead,Pakistan,NA,3,South Africa,bat,HDPK Dharmasena,S George,Misbah-ul-Haq
2013-03-23_ODISriBan.yaml,ODI,2013-03-23,Sri Lanka,Bangladesh,Bangladesh,Sri Lanka,no,Hambantota,Sri Lanka,Mahinda Rajapaksa International Cricket Stadium- Sooriyawewa,Sri Lanka,NA,8,Sri Lanka,field,NJ Llong,RSA Palliyaguruge,TM Dilshan
2013-03-24_ODISouPak.yaml,ODI,2013-03-24,South Africa,Pakistan,Pakistan,South Africa,no,Benoni,South Africa,Willowmoore Park,South Africa,NA,6,Pakistan,bat,BF Bowden,JD Cloete,AB de Villiers
2013-03-25_ODISriBan.yaml,ODI,2013-03-25,Sri Lanka,Bangladesh,Sri Lanka,Bangladesh,no,Hambantota,Sri Lanka,Mahinda Rajapaksa International Cricket Stadium- Sooriyawewa,no result,NA,NA,Bangladesh,field,NJ Llong,TH Wijewardene,NA
2013-03-28_ODISriBan.yaml,ODI,2013-03-28,Sri Lanka,Bangladesh,Sri Lanka,Bangladesh,no,NA,Sri Lanka,Pallekele International Cricket Stadium,Bangladesh,NA,3,Sri Lanka,bat,NJ Llong,RSA Palliyaguruge,TM Dilshan
2013-05-03_ODIZimBan.yaml,ODI,2013-05-03,Zimbabwe,Bangladesh,Bangladesh,Zimbabwe,no,Bulawayo,Zimbabwe,Queens Sports Club,Bangladesh,121,NA,Zimbabwe,field,JD Cloete,RB Tiffin,Ziaur Rahman
2013-05-05_ODIZimBan.yaml,ODI,2013-05-05,Zimbabwe,Bangladesh,Bangladesh,Zimbabwe,no,Bulawayo,Zimbabwe,Queens Sports Club,Zimbabwe,NA,6,Zimbabwe,field,O Chirombe,JD Cloete,SC Williams
2013-05-08_ODIZimBan.yaml,ODI,2013-05-08,Zimbabwe,Bangladesh,Bangladesh,Zimbabwe,no,Bulawayo,Zimbabwe,Queens Sports Club,Zimbabwe,NA,7,Zimbabwe,field,JD Cloete,TJ Matibiri,V Sibanda
2013-05-17_ODIScoPak.yaml,ODI,2013-05-17,Scotland,Pakistan,Pakistan,Scotland,no,Edinburgh,Scotland,Grange Cricket Club Ground- Raeburn Place,Pakistan,96,NA,Pakistan,bat,RA Kettleborough,IN Ramage,Misbah-ul-Haq
2013-05-23_ODIIrePak.yaml,ODI,2013-05-23,Ireland,Pakistan,Pakistan,Ireland,no,Dublin,Ireland,Clontarf Cricket Club Ground,no result,NA,NA,Pakistan,bat,IJ Gould,RP Smith,KJ O'Brien
2013-05-26_ODIIrePak.yaml,ODI,2013-05-26,Ireland,Pakistan,Ireland,Pakistan,no,Dublin,Ireland,Clontarf Cricket Club Ground,Pakistan,NA,2,Pakistan,field,IJ Gould,RP Smith,Kamran Akmal
2013-05-31_ODIEngNew.yaml,ODI,2013-05-31,England,New Zealand,England,New Zealand,no,London,England,Lord's,New Zealand,NA,5,New Zealand,field,Aleem Dar,RK Illingworth,MJ Guptill
2013-06-02_ODIEngNew.yaml,ODI,2013-06-02,England,New Zealand,New Zealand,England,no,Southampton,England,The Rose Bowl,New Zealand,86,NA,New Zealand,bat,RJ Bailey,SJ Davis,MJ Guptill
2013-06-05_ODIEngNew.yaml,ODI,2013-06-05,England,New Zealand,England,New Zealand,no,Nottingham,England,Trent Bridge,England,34,NA,New Zealand,field,Aleem Dar,RT Robinson,JC Buttler
2013-06-06_ODIIndSou.yaml,ODI,2013-06-06,India,South Africa,India,South Africa,yes,Cardiff,none,Sophia Gardens,India,26,NA,South Africa,field,IJ Gould,BNJ Oxenford,S Dhawan
2013-06-07_ODIPakWes.yaml,ODI,2013-06-07,Pakistan,West Indies,Pakistan,West Indies,yes,London,none,Kennington Oval,West Indies,NA,2,West Indies,field,SJ Davis,NJ Llong,KAJ Roach
2013-06-08_ODIEngAus.yaml,ODI,2013-06-08,England,Australia,England,Australia,no,Birmingham,England,Edgbaston,England,48,NA,England,bat,HDPK Dharmasena,M Erasmus,IR Bell
2013-06-09_ODINewSri.yaml,ODI,2013-06-09,New Zealand,Sri Lanka,Sri Lanka,New Zealand,yes,Cardiff,none,Sophia Gardens,New Zealand,NA,1,Sri Lanka,bat,BNJ Oxenford,RJ Tucker,NL McCullum
2013-06-10_ODIPakSou.yaml,ODI,2013-06-10,Pakistan,South Africa,South Africa,Pakistan,yes,Birmingham,none,Edgbaston,South Africa,67,NA,South Africa,bat,BF Bowden,RA Kettleborough,HM Amla
2013-06-11_ODIIndWes.yaml,ODI,2013-06-11,India,West Indies,West Indies,India,yes,London,none,Kennington Oval,India,NA,8,India,field,Aleem Dar,AL Hill,RA Jadeja
2013-06-12_ODIAusNew.yaml,ODI,2013-06-12,Australia,New Zealand,Australia,New Zealand,yes,Birmingham,none,Edgbaston,no result,NA,NA,Australia,bat,HDPK Dharmasena,NJ Llong,NA
2013-06-13_ODIEngSri.yaml,ODI,2013-06-13,England,Sri Lanka,England,Sri Lanka,no,London,England,Kennington Oval,Sri Lanka,NA,7,Sri Lanka,field,Aleem Dar,BF Bowden,KC Sangakkara
2013-06-14_ODISouWes.yaml,ODI,2013-06-14,South Africa,West Indies,South Africa,West Indies,yes,Cardiff,none,Sophia Gardens,no result,NA,NA,West Indies,field,SJ Davis,RJ Tucker,CA Ingram
2013-06-15_ODIIndPak.yaml,ODI,2013-06-15,India,Pakistan,Pakistan,India,yes,Birmingham,none,Edgbaston,India,NA,8,India,field,IJ Gould,RA Kettleborough,B Kumar
2013-06-16_ODIEngNew.yaml,ODI,2013-06-16,England,New Zealand,England,New Zealand,no,Cardiff,England,Sophia Gardens,England,10,NA,New Zealand,field,BNJ Oxenford,RJ Tucker,AN Cook
2013-06-17_ODIAusSri.yaml,ODI,2013-06-17,Australia,Sri Lanka,Sri Lanka,Australia,yes,London,none,Kennington Oval,Sri Lanka,20,NA,Australia,field,M Erasmus,AL Hill,DPMD Jayawardene
2013-06-19_ODIEngSou.yaml,ODI,2013-06-19,England,South Africa,South Africa,England,no,London,England,Kennington Oval,England,NA,7,England,field,HDPK Dharmasena,RJ Tucker,JC Tredwell
2013-06-20_ODIIndSri.yaml,ODI,2013-06-20,India,Sri Lanka,Sri Lanka,India,yes,Cardiff,none,Sophia Gardens,India,NA,8,India,field,Aleem Dar,RA Kettleborough,I Sharma
